temperature,humidity,light,motion,label
25.60081025180071,56.269466581651685,463,0,normal
19.87193424403443,59.45776942498891,757,0,normal
25.174799745733022,38.205585619280285,676,0,normal
29.394247483891704,64.82999605090046,237,0,normal
26.359809886522708,33.42632998385722,525,1,normal
20.03391296023311,69.9173644213335,603,1,normal
20.69123171352672,31.577072454740236,454,1,normal
28.761460918872142,43.48012705725145,778,0,normal
25.823535114031205,67.76237358746454,780,1,normal
23.130492220302596,65.8534327408448,293,1,normal
22.018867375885034,65.36825853393631,698,0,normal
37.11112471166136,83.5690141982177,13,0,anomaly
28.265527008132086,64.04827656195076,239,0,normal
27.061647068083428,41.073111889402064,98,0,normal
29.834528933755234,58.25902905947605,208,1,normal
21.731787860587946,61.996643414927576,751,1,normal
18.24701393154963,69.39364795849337,588,0,normal
27.233915198303244,45.54232405081383,263,0,normal
25.742073484913398,31.247325402451388,378,1,normal
28.27787809425987,63.48053313454688,322,0,normal
28.710707981879732,60.54423176639043,627,1,normal
21.533386704835028,64.98806690736798,485,1,normal
36.00941199977522,85.0571922377952,45,1,anomaly
18.557404952639974,48.08871763559229,313,1,normal
18.440198434687176,55.56479751262002,648,1,normal
18.345392115760067,46.86883707493821,398,1,normal
18.976185367702797,37.42102062812484,351,1,normal
22.78205681276848,40.68113080677685,209,1,normal
25.479577521930693,56.87570974394914,390,0,normal
28.645037091181408,68.0094941528321,623,0,normal
24.905690134510547,31.169891321382366,774,0,normal
29.337188758589136,56.01302745387748,608,1,normal
-1.8241320473888334,36.8542380432111,174,1,anomaly
16.838929938780765,32.487367980010205,1021,0,anomaly
18.542624041274273,48.092731380732005,734,0,normal
27.46316653469437,66.00092493592044,582,0,normal
27.753594807090032,60.440959637719956,62,0,normal
24.681154716167157,44.65846139485592,203,0,normal
22.297952616394085,47.01973337792302,187,0,normal
21.405310869584692,57.58107004126245,543,0,normal
27.26782070082767,31.6043676564993,303,1,normal
18.910359937303966,60.93892502746402,269,1,normal
18.490423395197745,58.27108867541783,745,0,normal
28.394113749299223,67.02274051627106,691,1,normal
27.23992263718333,38.819448362807016,694,0,normal
20.904663258138005,45.3255411299799,303,1,normal
24.65224863013681,33.479470396456406,378,0,normal
25.636924935165364,31.061288154952788,610,0,normal
25.719458621308238,35.154794698937806,337,1,normal
18.172721863557072,33.24184863630592,218,0,normal
28.529664162324636,67.2811242204007,785,0,normal
22.05594188221843,33.57644009249038,498,0,normal
26.78392730173686,53.05153440667253,402,1,normal
24.031645117262308,53.85079513928212,213,1,normal
23.623927703929517,49.66378186965748,486,1,normal
20.8469890499616,67.00993269662663,791,0,normal
24.584805472399033,38.84837767278409,435,1,normal
22.356987556783622,57.06053543108986,247,1,normal
29.154349730973912,30.302514999125684,356,0,normal
24.07066414661359,35.135771578165006,506,0,normal
20.743713666041554,64.73090021633521,554,0,normal
21.002914777975143,35.18059685131217,672,0,normal
22.502005728551005,97.65313201007906,6,0,anomaly
23.509629074859134,36.54095490340091,597,0,normal
20.47600462086951,63.76681795876789,739,0,normal
28.90140673600354,35.45759010226932,695,0,normal
21.371558275106764,44.02507724836723,575,1,normal
19.095440121433604,69.88498000630844,745,1,normal
19.390428714301557,38.87888647731798,627,0,normal
18.617745014999873,64.95560310250062,592,1,normal
27.0073770196903,42.03854267787265,284,1,normal
23.83783814258959,95.4697691002745,11,0,anomaly
25.340648954812227,46.338128522827944,512,1,normal
18.27926322882991,34.279225553078334,351,0,normal
26.927355510872125,40.99224142192544,309,0,normal
20.07842243892018,57.12064610236254,423,0,normal
21.84059521236734,49.54572761618663,327,1,normal
22.051382056843536,51.02760729210743,532,1,normal
19.018052569022302,64.74492671822443,280,0,normal
29.599857828524037,30.97603126226152,276,0,normal
22.570690279572258,36.381787204527534,195,1,normal
29.062490820277404,37.62750882654666,153,1,normal
19.378041896870442,54.13794373525512,775,1,normal
18.240854373332716,68.79648184429081,376,1,normal
28.105427077628505,38.76855949432177,162,0,normal
18.941476576107192,38.97762287346643,491,1,normal
22.148351922047034,49.87067435436678,535,1,normal
25.27714871591508,62.26244591445799,504,1,normal
20.881747425338318,43.00760256898779,391,1,normal
21.343084068383504,36.7047686515327,645,0,normal
18.69070512019973,46.78909267704489,411,0,normal
23.03520074913348,44.90754068049256,610,0,normal
27.498948524710183,68.0345424900164,177,0,normal
22.664127476273784,61.02110466780042,370,0,normal
27.358506550291487,47.84023091831823,532,1,normal
19.530963633546765,67.23794782027912,659,1,normal
37.42231217824567,84.16620527655364,37,1,anomaly
22.210980150624945,69.35910591839313,178,1,normal
19.221389671444847,69.97654903082666,106,1,normal
28.3927666740049,62.69191079849975,481,0,normal
-2.5317613079809775,33.74038533006485,875,0,anomaly
22.163645680098522,91.90794649228792,3,0,anomaly
22.658039114478264,63.03267002259051,221,1,normal
19.524726151822616,39.22679246871034,713,0,normal
22.774267188548897,60.49140539106463,660,0,normal
18.402389216829352,62.90457274054714,151,1,normal
19.43513095125962,58.89067727422636,311,0,normal
24.78159820307051,33.176774759559464,637,0,normal
19.361682254887068,60.836488149832874,658,1,normal
24.70085099682966,49.260894060502004,615,1,normal
27.59292478690851,34.47678477590912,721,0,normal
18.217322205850085,58.97355268514964,777,0,normal
20.851650527908795,36.65133475024318,712,0,normal
29.842643239206208,67.84461848534531,509,0,normal
20.257453916685137,57.578598765490625,104,1,normal
20.665293725648763,63.39720947197196,430,0,normal
21.105359779200203,35.946509110124516,61,0,normal
19.024169579925214,44.005010366669204,281,1,normal
27.26693723155989,44.93237265119012,599,0,normal
27.138127580609666,39.198184235643446,498,0,normal
27.31695552890396,54.83662071069908,262,1,normal
25.621123810411724,61.89704086427712,337,1,normal
18.93281564357982,34.18271361337601,719,0,normal
20.125328152884588,42.61161351322441,678,0,normal
21.878435184249064,40.89229306077476,702,1,normal
21.97077629823179,30.788421510174565,498,0,normal
28.023629947070855,44.226908658597964,431,1,normal
19.0834772406529,41.547749470827995,691,0,normal
25.108974826344507,59.500049924389934,165,0,normal
27.325762991129242,61.86149163904705,363,1,normal
25.597217487279217,53.609226674763484,739,0,normal
29.18541938980335,40.96642666239224,180,1,normal
23.52934521639271,48.98523502999255,245,1,normal
29.631630427429187,35.69982171606053,87,1,normal
24.22548746092039,30.73562706189867,166,0,normal
19.612976123267693,43.64991310504625,303,1,normal
24.59434658788483,55.54103790656342,235,1,normal
29.549367539305337,40.96220882748824,128,0,normal
20.717949302375256,38.59761514363027,198,0,normal
18.697003346018395,67.37468059076059,610,0,normal
28.51984323190014,49.466757656988115,596,1,normal
24.167873869917727,68.85580376166558,362,1,normal
27.785537141458008,46.34936684392386,558,0,normal
19.822832322147534,48.151581655345566,319,0,normal
23.6589142626019,68.22094783819739,227,0,normal
2.4090405615207144,29.876280809138574,522,0,anomaly
18.442643368254394,30.439833146339218,657,1,normal
20.342915853576535,33.078128065168364,749,1,normal
25.891354707604123,57.8968106898736,472,1,normal
18.552031704261033,57.33035054638384,427,1,normal
25.90432357942734,57.898858466771344,451,1,normal
19.438384408004193,69.37608722814208,485,1,normal
28.74248205224639,50.62384114317001,420,0,normal
23.45449277721328,52.385947339476566,322,0,normal
26.348984267815407,58.098598821764156,69,1,normal
23.94212292133524,56.541494880668424,719,0,normal
22.97783402805198,37.28471662754797,167,0,normal
20.74557798589947,40.376937337251704,719,1,normal
25.547314161358607,55.304875725357924,285,0,normal
19.061910024623035,31.461986713923796,679,0,normal
26.17803266668715,60.59533046168513,485,0,normal
-1.8372985027069322,27.752976109112943,784,1,anomaly
28.876252621136832,35.00743168810202,258,1,normal
23.47283981060443,51.49582411751692,663,1,normal
22.90743533297124,33.65947349591019,369,0,normal
27.567544389354644,38.669592003631024,715,1,normal
22.089642483036215,31.829681352500515,512,1,normal
27.301593880333375,59.99841881596711,286,1,normal
20.34949361747156,30.255434868673344,680,1,normal
25.69377159462357,51.8678965085628,525,1,normal
26.058878347113595,44.84155051938411,668,0,normal
28.528476863135467,46.854280091082806,179,0,normal
28.30095302211614,68.93955876709587,332,0,normal
19.53655006749327,68.79284180314178,269,0,normal
29.366982928606305,55.048812865256615,442,0,normal
19.094473236584285,47.29339204170408,160,0,normal
23.18334022370539,32.19046555288125,107,1,normal
29.050468806381758,67.46422769179846,704,0,normal
26.95253855118508,42.41447835694295,119,0,normal
18.762700203432285,34.164343279382955,229,0,normal
21.25618838128675,48.13155338992111,682,0,normal
22.445665233496584,31.662914362015684,214,1,normal
18.431307285560905,48.69606044999479,249,1,normal
21.359206763351313,62.38064298899512,272,0,normal
21.0989326595875,53.7180340573971,713,1,normal
23.564380859279787,62.02346796436331,549,0,normal
29.096323419342752,34.263930125350875,309,1,normal
27.01045281349797,59.98607326971699,656,0,normal
29.996612079433568,58.768071130890554,709,1,normal
22.4125896367132,68.84232980661471,262,1,normal
20.68315006223343,54.00082192477215,430,0,normal
20.124125811320962,31.466857077341718,299,0,normal
22.491249549073444,60.83687378576208,115,1,normal
22.633231653609293,62.718680964762484,171,1,normal
23.467881033428554,45.87693104806384,790,1,normal
23.624317917539642,43.47583167084427,352,0,normal
26.29125285722959,53.803117228010194,239,1,normal
19.764881771148456,47.81221020010662,618,0,normal
22.10498098459089,54.954372987062925,296,0,normal
24.4292962088971,45.571824561679065,394,0,normal
29.563439725071035,64.80395495603719,794,0,normal
24.24369241084552,69.50598254944231,674,0,normal
19.40277648850037,68.05613368826627,309,1,normal
26.482288126171404,31.015454226413794,703,0,normal
27.697444554773003,46.37646608764962,575,0,normal
22.498446954284447,32.89787551178235,747,1,normal
22.51511502637099,66.83391391262748,283,1,normal
28.890797687113114,46.85698202369991,643,1,normal
25.600845078125083,52.08188723407921,122,0,normal
19.392871686082994,38.80732807799245,266,1,normal
27.12942058340277,63.208794582679666,455,1,normal
20.179172601617108,69.51142080859549,483,0,normal
23.66657910194339,39.72688763997816,360,1,normal
36.4519651288466,84.07793339191726,24,1,anomaly
26.3273813336052,39.27788384463902,526,0,normal
25.03475798420157,69.65023974808753,413,1,normal
29.638972773775237,64.87134266368807,677,1,normal
21.280884863168474,61.58794028569916,210,1,normal
27.25160615945473,56.723405462825845,391,0,normal
29.638918225943932,63.555923457837366,209,0,normal
23.544069643729593,47.12798459702459,426,1,normal
28.911844824945383,68.4428126987782,104,1,normal
18.41266225338262,37.121438674790056,682,1,normal
20.97277187401389,40.39015135041305,431,0,normal
20.238222124798252,41.884868624927,302,0,normal
24.03264468110975,40.26251134805455,269,1,normal
22.517560402536596,51.05610643744453,399,0,normal
22.273160710774157,45.754576226166336,566,1,normal
25.269297832282646,34.26372121231963,71,0,normal
29.240759864840815,49.85464988804945,312,1,normal
2.486452341262,25.40786572769051,905,0,anomaly
22.179065604279604,39.501732996955106,690,1,normal
22.64082415560645,32.05703253937001,543,1,normal
21.945019323450097,40.3253373080451,667,0,normal
29.633645199304425,61.912545954345376,753,1,normal
19.66592607179292,39.44201853385856,681,1,normal
26.352357560099676,46.07723654436968,154,0,normal
23.249699064284748,66.36130082662564,792,0,normal
18.48874562782764,33.045234379612005,168,1,normal
27.75481210956093,52.214542037505254,309,1,normal
20.200854118241207,50.753522285042884,611,0,normal
25.18390181036444,54.26860185531424,119,1,normal
28.746278741954406,60.816296712311726,732,0,normal
29.23385728992937,60.68753155724508,674,1,normal
29.40074360460966,48.05548097318702,752,1,normal
25.418616759795132,38.52418816100333,153,0,normal
21.827707563525134,51.59941518863422,710,1,normal
19.12409721393711,66.97584781506121,62,1,normal
22.94209096976722,30.729303307054465,476,1,normal
29.407285763250673,36.544952847666764,679,1,normal
26.36084598436981,43.674886641547445,712,0,normal
29.45838336795833,56.20967922556087,697,0,normal
29.788543402903276,56.70373542254339,620,1,normal
26.496870933552547,34.52952183363021,477,0,normal
28.23611346560832,30.850776434015486,782,0,normal
21.50573578242262,43.33996686764577,776,1,normal
18.318135726499463,36.344204211722946,173,0,normal
24.81970324002566,41.89396029490203,114,0,normal
36.129316426860115,96.00238418053502,41,0,anomaly
19.971189575171916,42.45230796624014,153,1,normal
21.843535854323974,97.92141064129336,27,0,anomaly
20.909646043616757,58.18723050946587,678,1,normal
23.89939050140199,62.987238637005966,701,0,normal
27.122734318676237,62.51942954864374,650,0,normal
28.78265026232495,59.28899545638245,575,1,normal
18.291791597177447,58.99067086115046,357,1,normal
24.735326370833953,45.88734118473819,192,0,normal
18.13624373720903,38.02098906801347,467,0,normal
26.667030820716796,55.67886001773064,276,0,normal
23.40652962372112,32.887936359167036,124,1,normal
24.939361691954087,67.7892808916564,57,0,normal
21.09529953258187,59.12755024814413,601,0,normal
21.35974912392341,57.81868826759449,117,1,normal
21.02924333212825,64.71673178080088,779,1,normal
23.873433123330756,66.5764778369984,721,0,normal
26.748086016491847,36.24610389464762,530,1,normal
26.37794056823694,31.26344579302568,237,0,normal
28.376668515060636,49.92782865812556,247,0,normal
25.79956716933318,57.1858913077228,222,0,normal
18.89460772415725,64.47142484054069,210,0,normal
26.06040821287028,59.08676279065232,549,1,normal
24.35580694027208,39.856081329564276,270,1,normal
27.721360736150167,39.344310041996394,281,0,normal
23.368948401881454,31.198943594907117,210,0,normal
27.227848982166126,68.99172648587133,759,0,normal
21.36926834929027,43.59499855072265,752,1,normal
28.64655291091592,33.97765571037381,515,1,normal
20.174796793987923,67.37744107222056,525,0,normal
20.23884070663243,67.93813227848626,724,0,normal
23.125293463515078,30.898772332804697,338,0,normal
19.85235258329043,45.19143120716919,729,0,normal
25.08999912682813,39.26686805533774,434,0,normal
25.74566755088601,32.614253631957695,232,1,normal
22.49448142616835,58.28954537253594,122,1,normal
15.996076374470265,37.58188097343872,928,0,anomaly
23.298366016480525,45.90377591851177,705,0,normal
23.55215742803528,58.36185046889731,675,0,normal
29.169087907242776,64.86147224609505,485,1,normal
27.870446915078027,62.069123322791675,125,1,normal
27.81617719106992,40.74709437539784,213,1,normal
26.42360252709244,38.730155514602565,516,1,normal
24.84933965602694,56.355418809306286,626,1,normal
27.644064922789376,41.778630381676706,454,0,normal
28.704558662125358,42.76401892973023,387,0,normal
20.067838454419558,39.9485709035052,605,1,normal
29.5460705816945,30.464821596324025,150,0,normal
24.277174130041786,49.95552613805424,237,0,normal
24.136108786331253,69.50889558944127,775,1,normal
19.877244512053032,40.624001703548245,599,0,normal
29.760390903425723,45.64326146607043,774,0,normal
21.41808593252961,38.25685087042413,177,0,normal
27.674415357516736,48.08796113133741,715,1,normal
20.96817722091837,57.209129697251655,173,1,normal
19.529863947983788,59.47494979776728,402,1,normal
18.732935518258365,31.573741626740386,248,0,normal
18.832335610501985,41.48152532699651,88,1,normal
22.313893814637062,44.18488630563106,146,0,normal
20.30746822570405,54.68579946416121,277,0,normal
21.875477675294952,60.32953902816365,548,0,normal
23.93304365643098,67.74463680670395,185,0,normal
23.267657048467633,62.63332499962471,540,0,normal
28.5264064897573,34.8754437334779,317,1,normal
21.740532913072933,33.413986723145754,449,0,normal
25.510318988570837,64.6917680383921,572,1,normal
18.218661907818596,69.24744712109694,282,0,normal
18.760499645673214,45.20782475143428,93,0,normal
29.88064620125116,69.36333876797181,442,1,normal
22.19051489535193,33.66328293306537,534,0,normal
19.177401128710972,41.90263349811363,1018,0,anomaly
25.14766488729413,58.724923049059775,428,0,normal
27.066613662516584,43.67269406791504,265,0,normal
21.90396396915917,32.6283455771341,413,0,normal
20.951492740614096,69.0869673688527,147,1,normal
18.545356564097496,33.514659965793335,270,0,normal
18.37715022824081,38.31545020584109,288,0,normal
22.44770576480269,63.79132912467551,161,0,normal
23.911417127914433,68.7764928934115,457,0,normal
20.981869677773588,61.221020609754476,211,0,normal
19.451075013180873,36.746910935381855,1070,0,anomaly
24.433156396129444,67.4484898497476,109,0,normal
19.650251329751917,53.87371395667557,129,0,normal
26.71309600467194,69.7963129058574,448,0,normal
25.27409561341056,48.504918269572656,449,0,normal
20.351794349029742,48.88267780439997,566,0,normal
-4.531480914723969,37.8374428962147,916,1,anomaly
21.343757570839337,53.896524086812335,581,0,normal
20.735221950503302,47.00854017876934,302,0,normal
28.761185095517103,59.537968370053065,135,0,normal
27.799193273658926,57.24471415859931,436,1,normal
25.91980855241015,49.81965264824794,150,0,normal
26.010692862252327,47.235500946472236,631,0,normal
29.635015533174702,32.6830590955371,591,0,normal
23.68166124936679,43.91236831608772,537,1,normal
29.832012765874452,35.249795107295505,549,0,normal
24.110899434082118,91.22940813286056,27,0,anomaly
25.41753888549475,59.70826084799924,622,1,normal
26.57515107240075,68.22605992919014,269,0,normal
19.955213124977156,57.205630870412016,232,0,normal
25.000701537193446,57.80578216190375,260,1,normal
23.966982070708625,56.05681553407457,222,0,normal
18.145853696277797,57.7992754450617,69,1,normal
19.20933601652912,54.67707673502969,546,0,normal
25.443714616241575,53.69401314373449,123,0,normal
21.021387549904368,52.167120100631735,629,1,normal
27.05451448901619,35.20344960522528,512,0,normal
24.21995582836484,46.710671286693355,178,1,normal
24.590719976473444,65.54992319475909,417,1,normal
21.494749682376504,43.40788966583604,308,1,normal
24.14511669959137,59.30288388841001,148,1,normal
23.105237263397,44.9300716651736,793,1,normal
18.30420892098549,38.95270459290492,310,0,normal
29.88606170400808,32.69402405875087,583,0,normal
25.337450825215775,34.164385975366656,774,1,normal
27.98931168960506,34.98650724813067,198,1,normal
18.13005181776358,47.83610825506993,750,1,normal
28.864583717031163,40.945066651266636,402,0,normal
29.710224953550416,36.95580996877949,260,0,normal
18.84682496880516,54.74445512860737,714,1,normal
27.422111536716162,66.79422465651042,258,0,normal
26.56019503061463,48.18959422535436,354,0,normal
25.0907153182589,49.04201608796399,512,0,normal
28.195768688128936,37.981698037165806,127,0,normal
26.21079631814588,53.22353401112174,257,0,normal
20.0923971480599,40.490561771993,205,0,normal
29.139822751052705,54.63452752729218,643,1,normal
25.474685709828,61.18337894267013,326,1,normal
27.71849335025562,51.34410186907514,276,1,normal
21.518529260376773,33.295241824633706,79,0,normal
23.905395516954457,44.36933477599062,645,0,normal
28.404867822961243,31.683727585454477,333,0,normal
28.69371736437685,31.584753013934286,203,0,normal
29.069992574127546,65.76763498656473,326,1,normal
20.419527840572933,62.121035913306535,608,1,normal
29.827805449327208,46.75082099568293,92,1,normal
24.51173561649092,36.68135784368301,136,1,normal
19.805002693242336,32.41408335962255,232,0,normal
24.297077179586854,45.96010815480521,430,1,normal
28.328766999076123,51.66536858643468,144,0,normal
25.922368520612775,64.48510469061802,386,1,normal
24.681615149500203,44.028472618068406,446,0,normal
28.849904333924982,37.187324354809675,344,1,normal
-4.998653069955147,26.26695835170286,22,0,anomaly
19.11723321367079,61.976635158759166,173,0,normal
28.45752708225261,47.44506116541267,448,1,normal
29.959642044886863,39.13818965325195,96,0,normal
22.0927962126031,43.369755632678434,449,0,normal
24.376255578817776,68.76410520563246,277,0,normal
24.44527850182257,54.713889608048554,472,1,normal
21.929968226134974,47.750008772182845,642,0,normal
23.814275822292256,35.93372803848355,363,1,normal
25.690496937638574,32.93986989320051,449,0,normal
22.758513387855242,64.17540373478317,231,0,normal
27.726639969381996,59.263580870213275,232,0,normal
21.849066279935883,91.94166611258808,5,0,anomaly
25.950267412247783,46.58496494908095,706,1,normal
19.327580843462485,53.46433852701897,586,0,normal
27.139435383944612,31.8786386710022,109,1,normal
21.23091877139257,38.074138084917934,757,0,normal
18.199053947134274,67.47318957299032,132,0,normal
21.650906915514454,53.65101742979717,116,0,normal
23.018916435487426,65.7926662424211,753,1,normal
24.560523352119354,50.0878004132497,564,1,normal
3.393384923560024,39.28156832980216,928,0,anomaly
18.316403693967025,55.743107807860994,789,1,normal
22.305965809482032,46.541964061014056,503,0,normal
25.552783657623152,54.72622937272476,106,0,normal
19.127783278090426,65.16473230248658,150,1,normal
43.68944252279145,80.41851150325252,17,1,anomaly
20.927875720549004,48.96856866629855,542,0,normal
20.396085385900317,43.85383977463845,403,0,normal
19.92817647911467,46.27631842891482,193,1,normal
27.862320711484273,48.928396267662286,59,1,normal
29.297577705318304,36.43039584193233,162,1,normal
25.573663511967155,63.1566189660271,222,0,normal
19.172065368076606,44.49575596466532,360,1,normal
0.11129139237229779,35.778649435520144,724,0,anomaly
18.854263781522747,55.360228123984456,446,1,normal
29.558670473287336,41.66650314837213,181,0,normal
-2.238304421791005,28.67634839153059,234,0,anomaly
18.79795520840133,44.06490748958538,346,0,normal
22.426963674837268,68.60474785744182,131,0,normal
22.068357492584408,44.438955877601074,112,0,normal
27.528302271243554,38.48179359632907,65,1,normal
24.276785097229432,40.90496002934135,517,0,normal
27.765540236483382,51.65185341204282,260,1,normal
-4.373103783781342,27.546361079263857,100,1,anomaly
21.055687857165168,54.316203711737785,728,0,normal
2.069764874557162,38.19886287708784,12,0,anomaly
25.602356529130738,39.81396438725284,516,1,normal
19.44763045320721,56.552181104872204,582,0,normal
19.738738465094677,37.014851144937985,439,0,normal
19.54655666292779,35.23494642873399,212,1,normal
19.064430405084668,59.45608060262562,490,1,normal
22.52333315309889,51.006535346682405,332,1,normal
19.93465544704805,40.72254563291505,116,0,normal
29.676126657029346,64.48170603957254,262,1,normal
22.14800739988636,50.79095794224071,667,1,normal
24.102848293976432,53.32166243878768,727,1,normal
27.475417713534647,36.04231567123601,278,0,normal
27.02849435325216,40.930381079928374,330,0,normal
24.47210690298781,35.604527030658105,179,1,normal
28.737928205131787,65.92217157762855,397,0,normal
20.874742688003668,56.60146698185022,496,0,normal
27.9174895932929,42.94440876598165,510,1,normal
41.977562760734294,85.55778673034409,19,0,anomaly
25.96202122929667,63.96782606261277,694,0,normal
29.58032292799815,65.92122195799948,317,1,normal
26.94527369021196,52.82438986555319,226,0,normal
25.213380140918506,48.03357485616529,566,1,normal
20.24452498269028,47.94774490490123,704,0,normal
21.65536523008045,66.593836042724,352,1,normal
23.090664110963715,34.692327558495776,61,1,normal
21.803064061875332,61.951329430946615,70,1,normal
25.649158817978478,67.11009132780852,485,1,normal
19.344466826016628,62.31383767765034,699,0,normal
27.403836152893717,37.23907810837959,661,1,normal
18.471745678093185,38.23364840147073,448,1,normal
27.804864851391358,62.71336864700086,610,0,normal
19.681008182838287,60.73093655458073,474,0,normal
20.589852329962117,37.45753048577018,197,0,normal
25.582046546037592,57.74728903125954,72,1,normal
28.899190631599843,54.020674417346136,707,0,normal
